id,division_id,identifier,alternate_identifier,position,abstract,organization,application_fee,processing_fee,date,decision,byte_size,number_of_pages,number_of_rows
12,ocd-division/country:ca/province:nl,TW/6/2015,,6,The current cost of the renovations to the exterior of the Confederation Building and the most current budget and date for completion.,Transportation and Works,5.00,0.00,2015-03-10,all disclosed,163383,1,
376,ocd-division/country:ca/province:nl,AES/2/2015,,2,A breakdown of funding provided to the NL Housing and Homelessness Network (NLHHN) since its inception in 2009. Please also provide financial statements from NLHHN for those years as well.,Advanced Education and Skills,5.00,0.00,2015-03-12,all disclosed,136407,2,
462,ocd-division/country:ca/province:nl,BTCRD/4/2015,,4,"A copy of the budget binder which was prepared for the Minister and officials for the 2014-15 budget year and used in the Department of Tourism, Culture and Recreation estimates meetings in the Spring of 2014.","Business, Tourism, Culture and Rural Development",5.00,0.00,2015-03-13,disclosed in part,9665644,73,
60,ocd-division/country:ca/province:nl,TW/28/2014,,28,The most recent/up to date copy of the functional program for the new Western Memorial Hospital.,Transportation and Works,5.00,0.00,2015-03-13,disclosed in part,498633,3,
661,ocd-division/country:ca/province:nl,TW/5/2015,,5,"Information on any building maintenance issues (e.g. water leaks and damages) that have been identified and/or addressed since the new Long Term Care facility opened in Pleasantville. This should include the details about the issues, the dates issues were identified, costs associated with addressing these issues and who is financially responsible to remediate these issues. Please indicate if any of this work is covered under warranty.",Transportation and Works,5.00,0.00,2015-03-18,all disclosed,302652,4,
662,ocd-division/country:ca/province:nl,TW/7/2015,,7,A copy of the budget binder which was prepared for the Minister and officials for the 2014-15 budget year and used in the Department of Transportation and Works estimates meetings in the Spring 2014.,Transportation and Works,5.00,0.00,2015-03-18,disclosed in part,19449828,225,
663,ocd-division/country:ca/province:nl,BTCRD/2/2015,,2,"Any briefing notes regarding cellular coverage in Newfoundland and Labrador, since January 1, 2014.","Business, Tourism, Culture and Rural Development",5.00,0.00,2015-03-19,all disclosed,1056558,9,
664,ocd-division/country:ca/province:nl,SNL/6/2016,SNL/6/2015,6,"Copies of all communications, including electronic, between 1 January 2008 and the present, to or from Government Services and/or Department of Municipal Affairs and The Institute of Chartered Accountants of Newfoundland and Labrador.",Service NL,5.00,41.00,2015-03-19,disclosed in part,7126279,105,
667,ocd-division/country:ca/province:nl,AES/3/2015,,3,A copy of the budget binder which was prepared for the Minister and his officials for the 2014-15 budget year and used in the Department of Advanced Education and Skills estimates meetings in the Spring of 2014.,Advanced Education and Skills,5.00,0.00,2015-03-20,disclosed in part,27052922,402,
666,ocd-division/country:ca/province:nl,MIGA/1/2015,,1,"All permission documents (including leases, easements, licenses to occupy or other approvals or authorizations), issued by the Lands Branch of the Department of Municipal and Intergovernmental Affairs, related to Department of National Defence training.",Municipal and Intergovernmental Affairs,5.00,0.00,2015-03-20,all disclosed,5876415,125,
665,ocd-division/country:ca/province:nl,SNL/10/2015,,10,A copy of the budget binder which was prepared for the Minister and officials for the 2014-15 budget year and used in the Department of Service NL estimates meetings in the Spring of 2014.,Service NL,5.00,0.00,2015-03-20,disclosed in part,17684070,131,
669,ocd-division/country:ca/province:nl,FIN/5/2015,,5,"Information on the cost of all trips the government made on behalf of the province of Newfoundland & Labrador and who went on these trips dating back to September 26, 2014. In addition I'm requesting to see any plans for future government travel and any identifiable costs associated with these trips and who will attend these trips.",Finance,5.00,0.00,2015-03-23,all disclosed,2432505,78,
670,ocd-division/country:ca/province:nl,FIN/6/2015,,6,"Premier Davis has said that cutting MHAs from the House of Assembly will create savings in the order of $10 Million over 4 years. Please provide a detailed breakdown of the $10 Million and the anticipated savings. This should include detailed, individual line items for all categories where savings will be realized. It should include detailed original costs as well as the adjusted cost savings for each line item for all 48 members.",Finance,5.00,0.00,2015-03-23,all disclosed,762592,2,
671,ocd-division/country:ca/province:nl,FIN/7/2015,,7,Any polling data which has been provided to or is expected to be provided to the Department of Finance which may be used to inform the 2015 budget process. ,Finance,0.00,0.00,2015-03-23,nothing disclosed,719775,2,
668,ocd-division/country:ca/province:nl,NR/3/2015,,3,A copy of the budget binder for the 2014-15 year and used in the estimates meeting in Spring 2014.,Natural Resources,5.00,0.00,2015-03-23,disclosed in part,7245615,77,
672,ocd-division/country:ca/province:nl,OPE/1/2015,,1,"All privacy breach reporting forms submitted to the Access to Information and Protection of Privacy Office in fiscal year 2011-12 (April 1, 2011 to March 31, 2012).",Office of Public Engagement,5.00,0.00,2015-03-23,disclosed in part,2202158,217,
673,ocd-division/country:ca/province:nl,OPE/2/2015,,2,"All privacy breach reporting forms submitted to the Access to Information and Protection of Privacy Office in fiscal year 2012-13 (April 1, 2012 to March 31, 2013).",Office of Public Engagement,5.00,0.00,2015-03-23,disclosed in part,1605606,102,
674,ocd-division/country:ca/province:nl,OPE/3/2015,,3,"All privacy breach reporting forms submitted to the Access to Information and Protection of Privacy Office in fiscal year 2013-14 (April 1, 2013 to March 31, 2014).",Office of Public Engagement,5.00,0.00,2015-03-23,disclosed in part,10943818,268,
675,ocd-division/country:ca/province:nl,OPE/4/2015,,4,"All privacy breach reporting forms submitted to the Access to Information and Protection of Privacy Office in fiscal year 2014-15 (April 1, 2014 to present).",Office of Public Engagement,5.00,0.00,2015-03-23,disclosed in part,19333012,369,
678,ocd-division/country:ca/province:nl,BTCRD/7/2015,,7,"Information on any monies received by Government from Icewater, their insurers or proponents in relation to the $2 M equity loan in the vessel Cape Dorset.","Business, Tourism, Culture and Rural Development",5.00,0.00,2015-03-24,nothing disclosed,191905,2,
676,ocd-division/country:ca/province:nl,EDU/1/2015,,1,A copy of the budget binder which was prepared for the Minister and officials for the 2014-15 budget year and used in the Department of Education estimates meetings in the Spring of 2014.,Education and Early Childhood Development,5.00,0.00,2015-03-24,disclosed in part,22489895,214,
679,ocd-division/country:ca/province:nl,FA/41/2015,,41,"All records, data and information in electronic, paper or any other format pertaining to any violations or offences by and any charges, orders or penalties issued to or against specific companies under the fish Inspection Act and its associated regulations.",Fisheries and Aquaculture,5.00,0.00,2015-03-24,nothing disclosed,845381,3,
679,ocd-division/country:ca/province:nl,FA/8/2015,,8,"All records, data and information in electronic, paper or any other format pertaining to any violations or offences by and any charges, orders or penalties issued to or against specific companies under the fish Inspection Act and its associated regulations.",Fisheries and Aquaculture,5.00,0.00,2015-03-24,nothing disclosed,845381,3,
677,ocd-division/country:ca/province:nl,LAAO/5/2015,,5,"On January 27, Premier Davis delivered a keynote address at the Northern Exposure 2015 Labrador Opportunity Conference and Trade Show, in which he is quoted by the media as having said words to the effect that “NL has spent $4.9-billion in Labrador in the past decade”. I hereby request all records which constitute the research or analysis which was conducted to quantify this figure, including all detailed, itemized accounting of the expenditure figure cited by the Premier.",Labrador and Aboriginal Affairs Office,5.00,0.00,2015-03-24,disclosed in part,5831006,37,
687,ocd-division/country:ca/province:nl,BTCRD/1/2014,,1,"Any and all correspondences, of any nature, between the office of Juanita Keel-Ryan and the Labrador Tourism Regional Branch, and/or Todd Kent, for the period January 1st, 2009 to December 31st, 2009.","Business, Tourism, Culture and Rural Development",5.00,0.00,2015-03-25,disclosed in part,3910058,42,
688,ocd-division/country:ca/province:nl,BTCRD/2/2014,,2,"Any and all correspondences, of any nature, between the office of Juanita Keel-Ryan and the Labrador Tourism Regional Branch, and/or Todd Kent, for the period January 1st, 2010 to December 31st, 2010. ","Business, Tourism, Culture and Rural Development",5.00,0.00,2015-03-25,disclosed in part,3174437,38,
685,ocd-division/country:ca/province:nl,EC/1/2015,,1,All correspondence with Equal Voice since August 2014.,Executive Council,5.00,0.00,2015-03-25,nothing disclosed,746497,2,
686,ocd-division/country:ca/province:nl,EC/3/2015,,3,"The cost for the Premier's 120-day report, including compilation, marketing components, printing and dissemination.",Executive Council,5.00,0.00,2015-03-25,all disclosed,313263,1,
