division_id,identifier,alternate_identifier,position,abstract,organization,applicant_type,processing_fee,date,url,byte_size,number_of_pages,number_of_rows,duration
ocd-division/country:ca/province:bc,PSA-2013-00143,4595539,143,"Any and all records related to the most recent employment or service contracts for Cairine McDonald, including any information on termination and severance.",Finance,organization,0.00,2013-08-16,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:4595539&title=FOI%20Request%20-%20PSA-2013-00143,1169547,25,0,0
ocd-division/country:ca/province:bc,PSA-2013-00154,4595550,154,"Any and all records regarding the end of employment with the BC government for Cairine MacDonald; severance agreements, termination letters or resignation letters or other such materials.",Finance,media,0.00,2013-08-16,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:4595550&title=FOI%20Request%20-%20PSA-2013-00154,995639,21,0,0
ocd-division/country:ca/province:bc,PSA-2013-00157,4598862,157,"Documentation on the number of sick days accrued for each department for 2012-13, distinguishing between in-scope and out of scope including overall totals and the cost of such leave.  Date range is April 1, 2012 to March 31, 2013.",Finance,organization,0.00,2013-08-16,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:4598862&title=FOI%20Request%20-%20PSA-2013-00157,1028918,69,0,0
ocd-division/country:ca/province:bc,FNR-2013-00220,4598887,220,"Request for a copy of Lease 103107 and copies of sub-Leases for the Crown Land covered under Crown Lease 103107 with Tidal Harmony Holdings and/or Western Stevedoring covering the area referred to as Westcan Terminal at Cowichan Bay, the causeway leading to the terminal and dock facilities.","Forests, Lands and Natural Resource Operations",organization,0.00,2013-08-19,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:4598887&title=FOI%20Request%20-%20FNR-2013-00220,1966617,31,0,0
ocd-division/country:ca/province:bc,FNR-2013-00223,4599023,223,"All information on Woodlot licence #1761, Block A, and Woodlot #182, Blocks B and C, in the Nadina Forest District including registered owner names and contact information, all prescription harvesting plans for all blocks held under these licence numbers, maps with coordinates of woodlot boundaries, any first nation cultural sites, studies and/or reports, etc.  Timeframe is February 1, 2003 to June 30, 2013.","Forests, Lands and Natural Resource Operations",business,164.00,2013-08-19,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:4599023&title=FOI%20Request%20-%20FNR-2013-00223,59538431,160,0,0
ocd-division/country:ca/province:bc,OOP-2013-00374,4595231,374,"All records discussing, or otherwise related to:  a June 3rd decision to amend the salary ranges as set out in Order in Council 588/2006; a June 10th decision to further amend the salary ranges as set out in Order in Council 588/2006 and a June 19th decision to rescind the above two actions.",Office of the Premier,media,0.00,2013-08-19,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:4595231&title=FOI%20Request%20-%20OOP-2013-00374,1186456,15,0,0
ocd-division/country:ca/province:bc,TRA-2013-00215,4603877,215,"Geotechnical report for Grandview property, as owned by Coleman Properties Ltd, 115 Lakeside Drive, Nelson BC as requested by the Ministry for purposes of subdivision, property location is in the Balfour district of Nelson.  Date range is January 1, 1999 to January 1, 2010.",Transportation and Infrastructure,business,0.00,2013-08-20,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:4603877&title=FOI%20Request%20-%20TRA-2013-00215,1731296,11,0,0
ocd-division/country:ca/province:bc,CFD-2013-01171,4604012,1171,"All records related to the processing and handling of file CFD-2013-00933.  Date range is April 1, 2013 to [July 25, 2013].",Children and Family Development,media,0.00,2013-08-21,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:4604012&title=FOI%20Request%20-%20CFD-2013-01171,1367867,20,0,0
ocd-division/country:ca/province:bc,CTZ-2013-00120,4604171,120,"Amount paid for security guards services excluding the sheriffs at the Court House in Victoria and the companies paid for these services for 2010, 2011, and 2012; names of all security companies which applied for the security service contract for the Court House in Victoria since they began and a list of who the contract has been awarded to for each competition.","Technology, Innovation and Citizens' Services",public,0.00,2013-08-21,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:4604171&title=FOI%20Request%20-%20CTZ-2013-00120,72660,10,0,0
ocd-division/country:ca/province:bc,EDU-2013-00058,4603903,58,"Copies of the Final Statistical Reports and details of receipts and expenditures submitted to the ministry by the contract recipient as required in the Schedule A of the contracts C13/2431, C12/3300 and C13/2256 as follows:C13/2431, Appendix 1: The recipient will submit to the Province, on or before March 31. 2013, a Final Statistical Report for statistics from September 1, 2012 to March 31, 2013, along with a detail of receipt and expenditure of the Financial Contribution; C12/3300: The recipient will submit to the Province, on or before March 31, 2012, a Final Statistical Report for statistics from April 1, 2011 to March 31, 2012, along with a detail of receipt and expenditure of the Financial Contribution; and C13/2256: The recipient will submit to the Province, on or before August 31, 2012, a Final Statistical Report for statistics from April 1, 2011 to August 31, 2012, along with a detail of receipt and expenditure of the Financial Contribution.",Education,business,0.00,2013-08-21,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:4603903&title=FOI%20Request%20-%20EDU-2013-00058,1135792,19,0,0
ocd-division/country:ca/province:bc,EDU-2013-00086,4603973,86,"Any and all contracts including service agreements or service contracts that have been directly awarded by the ministry, including records of the ministry's rationale for direct awarding.  Alternately, a summary document which contains the name of the contractor, dollar amount of the contract, short description of services provided, and the ministry's rationale for direct awarding.  Time frame is June 1, 2013 to June 30, 2013.",Education,organization,0.00,2013-08-21,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:4603973&title=FOI%20Request%20-%20EDU-2013-00086,483581,6,0,0
ocd-division/country:ca/province:bc,MSD-2013-00664,4603964,664,[Specified] records relating to medical devices.,Social Development and Social Innovation,public,0.00,2013-08-21,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:4603964&title=FOI%20Request%20-%20MSD-2013-00664,487596,1,0,0
ocd-division/country:ca/province:bc,AGR-2013-00068,4607234,68,"Regarding the Township of Langley's June 18, 2013 Ministerial approval for their Bird Scare Devices Bylaw:  All correspondence between Langley Township and the Minister's Office and all correspondence between the Minister and his Staff regarding Langley's approval.  Date range is May 1, 2013 to June 30, 2013.",Agriculture,public,0.00,2013-08-22,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:4607234&title=FOI%20Request%20-%20AGR-2013-00068,924894,5,0,0
ocd-division/country:ca/province:bc,FIN-2013-00185,4607321,185,"Any and all contracts including service agreements or service contracts that have been directly awarded by the ministry, including records of the ministry's rationale for direct awarding.  Alternately, a summary document which contains the name of the contractor, dollar amount of the contract, short description of services provided, and the ministry's rationale for direct awarding.  Time frame is June 1, 2013 to June 30, 2013.",Finance,organization,0.00,2013-08-22,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:4607321&title=FOI%20Request%20-%20FIN-2013-00185,487568,1,0,0
ocd-division/country:ca/province:bc,FNR-2013-00229,4607381,229,"Historical danger class values from the North Cowichan EC weather station.  Date range May 1, 2008 to December 31, 2010.","Forests, Lands and Natural Resource Operations",business,0.00,2013-08-22,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:4607381&title=FOI%20Request%20-%20FNR-2013-00229,4892248,43,0,0
ocd-division/country:ca/province:bc,FNR-2013-00242,4607569,242,"A copy of a letter written on or about May 14, 2013 from the Ministry by Charles Mercanti, Senior Authorizations officer to a Mr. Eugene Moore re his License of Occupation which is located within the [named individual's] mineral tenure.  Date range is May 10, 2013 to May 20, 2013.","Forests, Lands and Natural Resource Operations",public,0.00,2013-08-22,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:4607569&title=FOI%20Request%20-%20FNR-2013-00242,455197,2,0,0
ocd-division/country:ca/province:bc,JAG-2013-01093,4599197,1093,"A summary document showing the Cliff number, date, and title/issue of all briefing notes, issues notes and advice to Minister that were prepared between January 1, 2013 and May 30, 2013.",Justice,media,0.00,2013-08-22,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:4599197&title=FOI%20Request%20-%20JAG-2013-01093,446947,4,0,0
ocd-division/country:ca/province:bc,MIT-2013-00006,4607263,6,"An electronic list of all contracts over ten thousand dollars from March 15, 2013 to [June 14, 2013] including the dollar value, start and completion date and purpose of each contract.",International Trade,media,0.00,2013-08-22,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:4607263&title=FOI%20Request%20-%20MIT-2013-00006,486306,1,0,0
ocd-division/country:ca/province:bc,FNR-2013-00113,4577244,113,"Copies of the following land '0' files: 0024299 (Range 3, Coast, Lot 312), 0223342 (Range 3, Coast, Lot 392), 0249778 (Range 3, Coast, Lot 312), 0252911 (Range 3, Coast, Lot 392), 0302495 (Range 3, Coast, Lot 395), 0318363 (Range 3, Coast, Lot 311), 0061694 (Range 3, Coast, Lot 392), 0052933 (Range 3, Coast, Lot 24), 0245293 (Range 3, Coast, Lot 24). The date range is January 1, 1900 to January 1, 2013.","Forests, Lands and Natural Resource Operations",organization,444.10,2013-08-23,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:4577244&title=FOI%20Request%20-%20FNR-2013-00113,27306377,423,0,0
ocd-division/country:ca/province:bc,HTH-2013-00146,4603919,146,"All information held by any means of retrieval showing that an application for premium assistance can be used for an application for enrolment for the [Medical Services Plan - MSP], or all documentation that shows an application for premium assistance cannot be used for enrolment with B.C. medical at any time or in certain cases; Records or documentation that shows how many people have opted out of the [MSP] since 1998; records should include how many people have refused to join the [MSP] since 1998; records must contain how many people have been charged with any violations to the Medicare Protection Act or any act that enforces or regulates health care in B.C; Documentation must include how many people have been enrolled onto the MSP by the Ministry of Health without an application signed by a resident of B.C., and what years enrolment was done by the ministry or any agent or ministry acting on the government's behalf; and; List all the ways a resident of B.C. must enrol with the MSP of B.C., including laws or sections of acts stating laws for enrolment or refusal to do so.",Health,public,0.00,2013-08-23,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:4603919&title=FOI%20Request%20-%20HTH-2013-00146,499255,2,0,0
ocd-division/country:ca/province:bc,MOE-2013-00163,4607646,163,"The most detailed table of contents of the new Minister's briefing book, and all portions that deal with the expansion of oil and gas transport through BC (such as Northern Gateway and the Kinder Morgan pipeline in the lower mainland) and the risks to BC's environment from oil spills.",Environment,media,0.00,2013-08-23,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:4607646&title=FOI%20Request%20-%20MOE-2013-00163,4910206,10,0,0
ocd-division/country:ca/province:bc,MOE-2013-00190,4607614,190,A copy of the initial commercial lease to Cypress Mountain Corp. in the Cypress Provincial Park.,Environment,public,0.00,2013-08-23,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:4607614&title=FOI%20Request%20-%20MOE-2013-00190,2019754,67,0,0
